project,scale,experiment,method,check_type,status,subject,detail
baseline,small,parking_cost_range,Heuristic,objective_recalc,PASS,N40_PS_parking_cost_150_300_I1.dat,expected=4.278000 actual=4.278000 delta=8.88178e-16
baseline,small,parking_cost_range,Optimization,objective_recalc,PASS,N40_PS_parking_cost_150_300_I1.dat,expected=4.278000 actual=4.278000 delta=8.88178e-16
baseline,small,parking_cost_range,PSO,objective_recalc,PASS,N40_PS_parking_cost_150_300_I1.dat,expected=4.625000 actual=4.625000 delta=8.88178e-16
baseline,small,parking_cost_range,ACO,objective_recalc,PASS,N40_PS_parking_cost_80_205_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_cost_range,GA,objective_recalc,PASS,N40_PS_parking_cost_80_205_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_cost_range,Heuristic,objective_recalc,PASS,N40_PS_parking_cost_80_205_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_cost_range,Optimization,objective_recalc,PASS,N40_PS_parking_cost_80_205_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_cost_range,PSO,objective_recalc,PASS,N40_PS_parking_cost_80_205_I1.dat,expected=4.675400 actual=4.675400 delta=0
baseline,small,parking_cost_range,ACO,objective_recalc,PASS,N50_C10_I1.dat,expected=4.640000 actual=4.640000 delta=0
baseline,small,parking_cost_range,GA,objective_recalc,PASS,N50_C10_I1.dat,expected=4.721000 actual=4.721000 delta=0
baseline,small,parking_cost_range,Heuristic,objective_recalc,PASS,N50_C10_I1.dat,expected=5.320800 actual=5.320800 delta=0
baseline,small,parking_cost_range,PSO,objective_recalc,PASS,N50_C10_I1.dat,expected=4.737200 actual=4.737200 delta=0
baseline,small,parking_supply,ACO,objective_recalc,PASS,N10_C3_I1.dat,expected=4.419600 actual=4.419600 delta=0
baseline,small,parking_supply,GA,objective_recalc,PASS,N10_C3_I1.dat,expected=4.419600 actual=4.419600 delta=0
baseline,small,parking_supply,Heuristic,objective_recalc,PASS,N10_C3_I1.dat,expected=4.439600 actual=4.439600 delta=0
baseline,small,parking_supply,PSO,objective_recalc,PASS,N10_C3_I1.dat,expected=4.419600 actual=4.419600 delta=0
baseline,small,parking_supply,ACO,objective_recalc,PASS,N20_C3_I1.dat,expected=4.429400 actual=4.429400 delta=8.88178e-16
baseline,small,parking_supply,GA,objective_recalc,PASS,N20_C3_I1.dat,expected=4.429400 actual=4.429400 delta=8.88178e-16
baseline,small,parking_supply,Heuristic,objective_recalc,PASS,N20_C3_I1.dat,expected=4.479400 actual=4.479400 delta=8.88178e-16
baseline,small,parking_supply,PSO,objective_recalc,PASS,N20_C3_I1.dat,expected=4.429400 actual=4.429400 delta=8.88178e-16
baseline,small,parking_supply,ACO,objective_recalc,PASS,N30_C3_I1.dat,expected=4.050800 actual=4.050800 delta=8.88178e-16
baseline,small,parking_supply,GA,objective_recalc,PASS,N30_C3_I1.dat,expected=4.050800 actual=4.050800 delta=8.88178e-16
baseline,small,parking_supply,Heuristic,objective_recalc,PASS,N30_C3_I1.dat,expected=6.140600 actual=6.140600 delta=0
baseline,small,parking_supply,PSO,objective_recalc,PASS,N30_C3_I1.dat,expected=4.169600 actual=4.169600 delta=0
baseline,small,parking_supply,ACO,objective_recalc,PASS,N40_C3_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_supply,GA,objective_recalc,PASS,N40_C3_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_supply,Heuristic,objective_recalc,PASS,N40_C3_I1.dat,expected=5.202000 actual=5.202000 delta=0
baseline,small,parking_supply,PSO,objective_recalc,PASS,N40_C3_I1.dat,expected=4.756400 actual=4.756400 delta=8.88178e-16
baseline,small,parking_supply,ACO,objective_recalc,PASS,N40_PS_parking_supply_P10_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_supply,GA,objective_recalc,PASS,N40_PS_parking_supply_P10_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_supply,Heuristic,objective_recalc,PASS,N40_PS_parking_supply_P10_I1.dat,expected=5.205000 actual=5.205000 delta=8.88178e-16
baseline,small,parking_supply,Optimization,objective_recalc,PASS,N40_PS_parking_supply_P10_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_supply,PSO,objective_recalc,PASS,N40_PS_parking_supply_P10_I1.dat,expected=4.756400 actual=4.756400 delta=8.88178e-16
baseline,small,parking_supply,ACO,objective_recalc,PASS,N40_PS_parking_supply_P15_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_supply,GA,objective_recalc,PASS,N40_PS_parking_supply_P15_I1.dat,expected=4.751000 actual=4.751000 delta=8.88178e-16
baseline,small,parking_supply,Heuristic,objective_recalc,PASS,N40_PS_parking_supply_P15_I1.dat,expected=5.205000 actual=5.205000 delta=8.88178e-16
baseline,small,parking_supply,Optimization,objective_recalc,PASS,N40_PS_parking_supply_P15_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_supply,PSO,objective_recalc,PASS,N40_PS_parking_supply_P15_I1.dat,expected=4.756400 actual=4.756400 delta=8.88178e-16
baseline,small,parking_supply,ACO,objective_recalc,PASS,N40_PS_parking_supply_P20_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_supply,GA,objective_recalc,PASS,N40_PS_parking_supply_P20_I1.dat,expected=4.751000 actual=4.751000 delta=8.88178e-16
baseline,small,parking_supply,Heuristic,objective_recalc,PASS,N40_PS_parking_supply_P20_I1.dat,expected=5.205000 actual=5.205000 delta=8.88178e-16
baseline,small,parking_supply,Optimization,objective_recalc,PASS,N40_PS_parking_supply_P20_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_supply,PSO,objective_recalc,PASS,N40_PS_parking_supply_P20_I1.dat,expected=4.756400 actual=4.756400 delta=8.88178e-16
baseline,small,parking_supply,ACO,objective_recalc,PASS,N40_PS_parking_supply_P5_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_supply,GA,objective_recalc,PASS,N40_PS_parking_supply_P5_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_supply,Heuristic,objective_recalc,PASS,N40_PS_parking_supply_P5_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_supply,Optimization,objective_recalc,PASS,N40_PS_parking_supply_P5_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,parking_supply,PSO,objective_recalc,PASS,N40_PS_parking_supply_P5_I1.dat,expected=4.675400 actual=4.675400 delta=0
baseline,small,parking_supply,ACO,objective_recalc,PASS,N50_C3_I1.dat,expected=4.288000 actual=4.288000 delta=0
baseline,small,parking_supply,GA,objective_recalc,PASS,N50_C3_I1.dat,expected=4.288000 actual=4.288000 delta=0
baseline,small,parking_supply,Heuristic,objective_recalc,PASS,N50_C3_I1.dat,expected=5.585400 actual=5.585400 delta=0
baseline,small,parking_supply,PSO,objective_recalc,PASS,N50_C3_I1.dat,expected=4.390600 actual=4.390600 delta=8.88178e-16
baseline,small,traffic_level,ACO,objective_recalc,PASS,N10_C5_I1.dat,expected=4.560000 actual=4.560000 delta=8.88178e-16
baseline,small,traffic_level,GA,objective_recalc,PASS,N10_C5_I1.dat,expected=4.560000 actual=4.560000 delta=8.88178e-16
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N10_C5_I1.dat,expected=4.509800 actual=4.509800 delta=0
baseline,small,traffic_level,PSO,objective_recalc,PASS,N10_C5_I1.dat,expected=4.560000 actual=4.560000 delta=8.88178e-16
baseline,small,traffic_level,ACO,objective_recalc,PASS,N10_C6_I1.dat,expected=5.348400 actual=5.348400 delta=0
baseline,small,traffic_level,GA,objective_recalc,PASS,N10_C6_I1.dat,expected=5.348400 actual=5.348400 delta=0
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N10_C6_I1.dat,expected=4.985000 actual=4.985000 delta=0
baseline,small,traffic_level,PSO,objective_recalc,PASS,N10_C6_I1.dat,expected=5.348400 actual=5.348400 delta=0
baseline,small,traffic_level,ACO,objective_recalc,PASS,N20_C5_I1.dat,expected=5.055800 actual=5.055800 delta=0
baseline,small,traffic_level,GA,objective_recalc,PASS,N20_C5_I1.dat,expected=5.055800 actual=5.055800 delta=0
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N20_C5_I1.dat,expected=7.130200 actual=7.130200 delta=0
baseline,small,traffic_level,PSO,objective_recalc,PASS,N20_C5_I1.dat,expected=5.055800 actual=5.055800 delta=0
baseline,small,traffic_level,ACO,objective_recalc,PASS,N20_C6_I1.dat,expected=6.956600 actual=6.956600 delta=0
baseline,small,traffic_level,GA,objective_recalc,PASS,N20_C6_I1.dat,expected=6.956600 actual=6.956600 delta=0
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N20_C6_I1.dat,expected=8.744800 actual=8.744800 delta=0
baseline,small,traffic_level,PSO,objective_recalc,PASS,N20_C6_I1.dat,expected=6.956600 actual=6.956600 delta=0
baseline,small,traffic_level,ACO,objective_recalc,PASS,N30_C5_I1.dat,expected=4.650200 actual=4.650200 delta=0
baseline,small,traffic_level,GA,objective_recalc,PASS,N30_C5_I1.dat,expected=4.650200 actual=4.650200 delta=0
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N30_C5_I1.dat,expected=6.268400 actual=6.268400 delta=0
baseline,small,traffic_level,PSO,objective_recalc,PASS,N30_C5_I1.dat,expected=4.650200 actual=4.650200 delta=0
baseline,small,traffic_level,ACO,objective_recalc,PASS,N30_C6_I1.dat,expected=6.281000 actual=6.281000 delta=8.88178e-16
baseline,small,traffic_level,GA,objective_recalc,PASS,N30_C6_I1.dat,expected=6.281000 actual=6.281000 delta=8.88178e-16
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N30_C6_I1.dat,expected=7.769600 actual=7.769600 delta=0
baseline,small,traffic_level,PSO,objective_recalc,PASS,N30_C6_I1.dat,expected=6.281000 actual=6.281000 delta=8.88178e-16
baseline,small,traffic_level,ACO,objective_recalc,PASS,N40_C5_I1.dat,expected=5.269400 actual=5.269400 delta=8.88178e-16
baseline,small,traffic_level,GA,objective_recalc,PASS,N40_C5_I1.dat,expected=5.269400 actual=5.269400 delta=8.88178e-16
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N40_C5_I1.dat,expected=5.499600 actual=5.499600 delta=0
baseline,small,traffic_level,PSO,objective_recalc,PASS,N40_C5_I1.dat,expected=5.291000 actual=5.291000 delta=8.88178e-16
baseline,small,traffic_level,ACO,objective_recalc,PASS,N40_C6_I1.dat,expected=7.035200 actual=7.035200 delta=0
baseline,small,traffic_level,GA,objective_recalc,PASS,N40_C6_I1.dat,expected=7.083800 actual=7.083800 delta=8.88178e-16
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N40_C6_I1.dat,expected=7.035200 actual=7.035200 delta=0
baseline,small,traffic_level,PSO,objective_recalc,PASS,N40_C6_I1.dat,expected=7.326800 actual=7.326800 delta=8.88178e-16
baseline,small,traffic_level,ACO,objective_recalc,PASS,N40_PS_traffic_high_I1.dat,expected=7.035200 actual=7.035200 delta=0
baseline,small,traffic_level,GA,objective_recalc,PASS,N40_PS_traffic_high_I1.dat,expected=7.083800 actual=7.083800 delta=8.88178e-16
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N40_PS_traffic_high_I1.dat,expected=7.704800 actual=7.704800 delta=0
baseline,small,traffic_level,Optimization,objective_recalc,PASS,N40_PS_traffic_high_I1.dat,expected=7.704800 actual=7.704800 delta=0
baseline,small,traffic_level,PSO,objective_recalc,PASS,N40_PS_traffic_high_I1.dat,expected=7.326800 actual=7.326800 delta=8.88178e-16
baseline,small,traffic_level,ACO,objective_recalc,PASS,N40_PS_traffic_low_I1.dat,expected=4.535000 actual=4.535000 delta=8.88178e-16
baseline,small,traffic_level,GA,objective_recalc,PASS,N40_PS_traffic_low_I1.dat,expected=4.540400 actual=4.540400 delta=0
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N40_PS_traffic_low_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,traffic_level,Optimization,objective_recalc,PASS,N40_PS_traffic_low_I1.dat,expected=4.670000 actual=4.670000 delta=0
baseline,small,traffic_level,PSO,objective_recalc,PASS,N40_PS_traffic_low_I1.dat,expected=4.594400 actual=4.594400 delta=8.88178e-16
baseline,small,traffic_level,ACO,objective_recalc,PASS,N40_PS_traffic_medium_I1.dat,expected=5.269400 actual=5.269400 delta=8.88178e-16
baseline,small,traffic_level,GA,objective_recalc,PASS,N40_PS_traffic_medium_I1.dat,expected=5.269400 actual=5.269400 delta=8.88178e-16
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N40_PS_traffic_medium_I1.dat,expected=5.415200 actual=5.415200 delta=0
baseline,small,traffic_level,Optimization,objective_recalc,PASS,N40_PS_traffic_medium_I1.dat,expected=5.415200 actual=5.415200 delta=0
baseline,small,traffic_level,PSO,objective_recalc,PASS,N40_PS_traffic_medium_I1.dat,expected=5.291000 actual=5.291000 delta=8.88178e-16
baseline,small,traffic_level,ACO,objective_recalc,PASS,N40_PS_traffic_very_low_I1.dat,expected=4.373000 actual=4.373000 delta=8.88178e-16
baseline,small,traffic_level,GA,objective_recalc,PASS,N40_PS_traffic_very_low_I1.dat,expected=4.373000 actual=4.373000 delta=8.88178e-16
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N40_PS_traffic_very_low_I1.dat,expected=4.464800 actual=4.464800 delta=8.88178e-16
baseline,small,traffic_level,Optimization,objective_recalc,PASS,N40_PS_traffic_very_low_I1.dat,expected=4.464800 actual=4.464800 delta=8.88178e-16
baseline,small,traffic_level,PSO,objective_recalc,PASS,N40_PS_traffic_very_low_I1.dat,expected=4.400000 actual=4.400000 delta=8.88178e-16
baseline,small,traffic_level,ACO,objective_recalc,PASS,N50_C5_I1.dat,expected=4.925200 actual=4.925200 delta=8.88178e-16
baseline,small,traffic_level,GA,objective_recalc,PASS,N50_C5_I1.dat,expected=4.936000 actual=4.936000 delta=0
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N50_C5_I1.dat,expected=5.817400 actual=5.817400 delta=8.88178e-16
baseline,small,traffic_level,PSO,objective_recalc,PASS,N50_C5_I1.dat,expected=5.038600 actual=5.038600 delta=0
baseline,small,traffic_level,ACO,objective_recalc,PASS,N50_C6_I1.dat,expected=6.955600 actual=6.955600 delta=0
baseline,small,traffic_level,GA,objective_recalc,PASS,N50_C6_I1.dat,expected=6.955600 actual=6.955600 delta=0
baseline,small,traffic_level,Heuristic,objective_recalc,PASS,N50_C6_I1.dat,expected=7.880200 actual=7.880200 delta=0
baseline,small,traffic_level,PSO,objective_recalc,PASS,N50_C6_I1.dat,expected=7.841200 actual=7.841200 delta=0
baseline,medium_large,edge_density,ACO,objective_recalc,PASS,N500_C2_I1.dat,expected=7.524600 actual=7.524600 delta=0
baseline,medium_large,edge_density,GA,objective_recalc,PASS,N500_C2_I1.dat,expected=7.843200 actual=7.843200 delta=8.88178e-16
baseline,medium_large,edge_density,Heuristic,objective_recalc,PASS,N500_C2_I1.dat,expected=7.524600 actual=7.524600 delta=0
baseline,medium_large,edge_density,PSO,objective_recalc,PASS,N500_C2_I1.dat,expected=8.550600 actual=8.550600 delta=0
baseline,medium_large,edge_density,ACO,objective_recalc,PASS,N1000_C2_I1.dat,expected=9.710600 actual=9.710600 delta=0
baseline,medium_large,edge_density,GA,objective_recalc,PASS,N1000_C2_I1.dat,expected=10.593600 actual=10.593600 delta=1.77636e-15
baseline,medium_large,edge_density,Heuristic,objective_recalc,PASS,N1000_C2_I1.dat,expected=9.860600 actual=9.860600 delta=1.77636e-15
baseline,medium_large,edge_density,PSO,objective_recalc,PASS,N1000_C2_I1.dat,expected=11.298200 actual=11.298200 delta=1.77636e-15
baseline,medium_large,edge_density,ACO,objective_recalc,PASS,N1500_C2_I1.dat,expected=10.533800 actual=10.533800 delta=1.77636e-15
baseline,medium_large,edge_density,GA,objective_recalc,PASS,N1500_C2_I1.dat,expected=13.117000 actual=13.117000 delta=0
baseline,medium_large,edge_density,Heuristic,objective_recalc,PASS,N1500_C2_I1.dat,expected=10.708400 actual=10.708400 delta=0
baseline,medium_large,edge_density,PSO,objective_recalc,PASS,N1500_C2_I1.dat,expected=12.116000 actual=12.116000 delta=0
baseline,medium_large,edge_density,ACO,objective_recalc,PASS,N2000_C2_I1.dat,expected=11.025400 actual=11.025400 delta=1.77636e-15
baseline,medium_large,edge_density,GA,objective_recalc,PASS,N2000_C2_I1.dat,expected=13.710200 actual=13.710200 delta=0
baseline,medium_large,edge_density,Heuristic,objective_recalc,PASS,N2000_C2_I1.dat,expected=11.025400 actual=11.025400 delta=1.77636e-15
baseline,medium_large,edge_density,PSO,objective_recalc,PASS,N2000_C2_I1.dat,expected=14.782200 actual=14.782200 delta=0
baseline,medium_large,edge_density,ACO,objective_recalc,PASS,N2500_C2_I1.dat,expected=11.522800 actual=11.522800 delta=1.77636e-15
baseline,medium_large,edge_density,GA,objective_recalc,PASS,N2500_C2_I1.dat,expected=12.708600 actual=12.708600 delta=1.77636e-15
baseline,medium_large,edge_density,Heuristic,objective_recalc,PASS,N2500_C2_I1.dat,expected=11.468800 actual=11.468800 delta=1.77636e-15
baseline,medium_large,edge_density,PSO,objective_recalc,PASS,N2500_C2_I1.dat,expected=13.065400 actual=13.065400 delta=0
baseline,medium_large,edge_density,ACO,objective_recalc,PASS,N2500_PS_edge_density_baseline_7446_I1.dat,expected=13.736800 actual=13.736800 delta=0
baseline,medium_large,edge_density,GA,objective_recalc,PASS,N2500_PS_edge_density_baseline_7446_I1.dat,expected=20.679400 actual=20.679400 delta=0
baseline,medium_large,edge_density,Heuristic,objective_recalc,PASS,N2500_PS_edge_density_baseline_7446_I1.dat,expected=13.670200 actual=13.670200 delta=1.77636e-15
baseline,medium_large,edge_density,PSO,objective_recalc,PASS,N2500_PS_edge_density_baseline_7446_I1.dat,expected=19.545000 actual=19.545000 delta=3.55271e-15
baseline,medium_large,edge_density,ACO,objective_recalc,PASS,N2500_PS_edge_density_dense_8278_I1.dat,expected=11.641600 actual=11.641600 delta=1.77636e-15
baseline,medium_large,edge_density,GA,objective_recalc,PASS,N2500_PS_edge_density_dense_8278_I1.dat,expected=14.005000 actual=14.005000 delta=0
baseline,medium_large,edge_density,Heuristic,objective_recalc,PASS,N2500_PS_edge_density_dense_8278_I1.dat,expected=11.474200 actual=11.474200 delta=1.77636e-15
baseline,medium_large,edge_density,PSO,objective_recalc,PASS,N2500_PS_edge_density_dense_8278_I1.dat,expected=12.466000 actual=12.466000 delta=1.77636e-15
baseline,medium_large,edge_density,ACO,objective_recalc,PASS,N2500_PS_edge_density_denser_9110_I1.dat,expected=11.344600 actual=11.344600 delta=1.77636e-15
baseline,medium_large,edge_density,GA,objective_recalc,PASS,N2500_PS_edge_density_denser_9110_I1.dat,expected=16.457400 actual=16.457400 delta=0
baseline,medium_large,edge_density,Heuristic,objective_recalc,PASS,N2500_PS_edge_density_denser_9110_I1.dat,expected=11.301400 actual=11.301400 delta=1.77636e-15
baseline,medium_large,edge_density,PSO,objective_recalc,PASS,N2500_PS_edge_density_denser_9110_I1.dat,expected=14.762800 actual=14.762800 delta=1.77636e-15
